T,error,integral,derivada,pwm
50.56,-0.56,94.9,0.0,377.0
50.5,-0.5,94.5,0.08,412.0
50.44,-0.44,94.15,0.08,436.0
50.44,-0.44,93.8,0.0,423.0
50.38,-0.38,93.5,0.08,458.0
50.31,-0.31,93.25,0.08,482.0
50.31,-0.31,93.0,0.0,470.0
50.31,-0.31,92.75,0.0,469.0
50.25,-0.25,92.55,0.08,504.0
50.19,-0.19,92.2,0.08,528.0
50.19,-0.19,92.05,0.0,516.0
50.06,-0.06,92.0,0.16,589.0
50.0,0.0,92.0,0.08,602.0
49.94,0.06,92.05,0.08,627.0
49.88,0.12,92.15,0.08,653.0
49.81,0.19,92.3,0.08,678.0
49.75,0.25,92.5,0.08,704.0
49.75,0.25,92.7,0.0,693.0
49.75,0.25,92.9,0.0,694.0
49.75,0.25,93.1,0.0,695.0
49.75,0.25,93.3,0.0,696.0
49.81,0.19,93.45,-0.08,660.0
49.81,0.19,93.6,0.0,672.0
49.81,0.19,93.75,0.0,673.0
49.81,0.19,93.9,0.0,673.0
49.81,0.19,94.05,0.0,674.0
49.81,0.19,94.2,0.0,674.0
49.81,0.19,94.35,0.0,675.0
49.88,0.12,94.45,-0.08,639.0
49.88,0.12,94.55,0.0,651.0
49.81,0.19,94.7,0.08,688.0
49.88,0.12,94.8,-0.08,640.0
49.94,0.06,94.85,-0.08,615.0
50.0,0.0,94.85,-0.08,590.0
50.12,-0.12,94.75,-0.16,528.0
50.12,-0.12,94.65,0.0,551.0
50.19,-0.19,94.5,-0.08,514.0
50.19,-0.19,94.35,0.0,525.0
50.19,-0.19,94.2,0.0,524.0
50.19,-0.19,94.05,0.0,524.0
50.19,-0.19,93.9,0.0,523.0
50.19,-0.19,93.75,0.0,523.0
50.25,-0.25,93.55,-0.08,485.0
50.25,-0.25,93.35,0.0,496.0
50.25,-0.25,93.15,0.0,495.0
50.31,-0.31,92.9,-0.08,457.0
50.31,-0.31,92.65,0.0,468.0
50.38,-0.38,92.35,-0.08,430.0
50.38,-0.38,92.05,0.0,441.0
50.38,-0.38,91.75,0.0,440.0
50.38,-0.38,91.45,0.0,438.0
50.31,-0.31,91.2,0.08,474.0
50.31,-0.31,90.95,0.0,461.0
50.31,-0.31,90.7,0.0,460.0
50.31,-0.31,90.2,0.0,458.0
50.25,-0.25,90.0,0.08,494.0
50.25,-0.25,89.8,0.0,482.0
50.25,-0.25,89.6,0.0,481.0
50.19,-0.19,89.45,0.08,517.0
50.25,-0.25,89.25,-0.08,468.0
50.25,-0.25,89.05,0.0,479.0
50.25,-0.25,88.85,0.0,478.0
50.19,-0.19,88.7,0.08,514.0
50.12,-0.12,88.6,0.08,539.0
50.12,-0.12,88.5,0.0,527.0
50.12,-0.12,88.4,0.0,526.0
50.12,-0.12,88.3,0.0,526.0
50.06,-0.06,88.25,0.08,562.0
50.12,-0.12,88.15,-0.08,513.0
50.06,-0.06,88.1,0.08,562.0
50.12,-0.12,88.0,-0.08,513.0
50.12,-0.12,87.9,0.0,524.0
50.12,-0.12,87.8,0.0,524.0
50.12,-0.12,87.7,0.0,523.0
50.06,-0.06,87.65,0.08,560.0
49.94,0.06,87.7,0.16,622.0
49.81,0.19,87.85,0.16,672.0
49.62,0.38,88.15,0.23,760.0
49.5,0.5,88.9,0.08,790.0
49.56,0.44,89.25,-0.08,743.0
49.56,0.44,89.6,0.0,756.0
49.5,0.5,90.0,0.08,794.0
49.5,0.5,90.4,0.0,784.0
49.62,0.38,90.7,-0.16,712.0
49.69,0.31,90.95,-0.08,700.0
49.75,0.25,91.15,-0.08,675.0
49.81,0.19,91.3,-0.08,651.0
49.88,0.12,91.4,-0.08,626.0
49.94,0.06,91.45,-0.08,602.0
49.94,0.06,91.5,0.0,614.0
50.0,0.0,91.5,-0.08,577.0
50.06,-0.06,91.45,-0.08,552.0
50.12,-0.12,91.35,-0.08,526.0
50.19,-0.19,91.2,-0.08,501.0
50.25,-0.25,91.0,-0.08,475.0
50.31,-0.31,90.75,-0.08,449.0
50.38,-0.38,90.45,-0.08,423.0
50.44,-0.44,90.1,-0.08,396.0
50.5,-0.5,89.7,-0.08,370.0
50.56,-0.56,89.25,-0.08,343.0
50.62,-0.62,88.75,-0.08,316.0
50.62,-0.62,88.25,0.0,326.0
50.62,-0.62,87.75,0.0,324.0
50.62,-0.62,87.25,0.0,322.0
50.62,-0.62,86.75,0.0,320.0
50.62,-0.62,86.25,0.0,318.0
50.62,-0.62,85.75,0.0,316.0
50.56,-0.56,85.3,0.08,350.0
50.56,-0.56,84.85,0.0,337.0
50.5,-0.5,84.45,0.08,372.0
50.44,-0.44,84.1,0.08,396.0
50.38,-0.38,83.8,0.08,419.0
50.31,-0.31,83.55,0.08,443.0
50.25,-0.25,83.35,0.08,468.0
50.19,-0.19,83.2,0.08,492.0
50.12,-0.12,83.1,0.08,517.0
50.0,0.0,83.1,0.16,578.0
49.94,0.06,83.15,0.08,592.0
49.88,0.12,83.25,0.08,617.0
49.75,0.25,83.45,0.16,680.0
49.69,0.31,83.7,0.08,694.0
49.62,0.38,84.0,0.08,720.0
49.56,0.44,84.35,0.08,747.0
49.5,0.5,84.75,0.08,773.0
49.44,0.56,85.2,0.08,800.0
49.44,0.56,85.65,0.0,790.0
49.38,0.62,86.65,0.0,819.0
49.31,0.69,87.2,0.08,858.0
49.19,0.81,87.85,0.16,922.0
49.19,0.81,88.5,0.0,902.0
49.12,0.88,89.2,0.08,941.0
49.19,0.81,89.85,-0.08,895.0
49.25,0.75,90.45,-0.08,873.0
49.31,0.69,91.0,-0.08,850.0
49.38,0.62,91.5,-0.08,827.0
49.5,0.5,91.9,-0.16,767.0
49.62,0.38,92.2,-0.16,718.0
49.81,0.19,92.35,-0.23,632.0
49.94,0.06,92.4,-0.16,594.0
50.06,-0.06,92.35,-0.16,543.0
50.19,-0.19,92.2,-0.16,493.0
50.25,-0.25,92.0,-0.08,479.0
50.31,-0.31,91.75,-0.08,453.0
50.38,-0.38,91.45,-0.08,427.0
50.44,-0.44,91.1,-0.08,400.0
50.5,-0.5,90.7,-0.08,374.0
50.56,-0.56,90.25,-0.08,347.0
50.56,-0.56,89.8,0.0,357.0
50.62,-0.62,89.3,-0.08,318.0
50.69,-0.69,88.75,-0.08,291.0
50.69,-0.69,88.2,0.0,300.0
50.69,-0.69,87.65,0.0,298.0
50.75,-0.75,87.05,-0.08,259.0
50.69,-0.69,86.5,0.08,305.0
50.69,-0.69,85.95,0.0,291.0
50.62,-0.62,85.45,0.08,326.0
50.56,-0.56,85.0,0.08,349.0
50.5,-0.5,84.6,0.08,373.0
50.44,-0.44,84.25,0.08,396.0
50.44,-0.44,83.9,0.0,383.0
50.31,-0.31,83.4,0.0,431.0
50.25,-0.25,83.2,0.08,467.0
50.25,-0.25,83.0,0.0,455.0
50.25,-0.25,82.8,0.0,454.0
50.19,-0.19,82.65,0.08,490.0
50.06,-0.06,82.6,0.16,551.0
49.94,0.06,82.65,0.16,602.0
49.88,0.12,82.75,0.08,615.0
49.81,0.19,82.9,0.08,641.0
49.75,0.25,83.1,0.08,667.0
49.69,0.31,83.35,0.08,693.0
49.69,0.31,83.6,0.0,682.0
49.69,0.31,83.85,0.0,683.0
49.69,0.31,84.1,0.0,684.0
49.69,0.31,84.35,0.0,685.0
49.69,0.31,84.6,0.0,686.0
49.69,0.31,84.85,0.0,687.0
49.69,0.31,85.1,0.0,688.0
49.75,0.25,85.3,-0.08,652.0
49.69,0.31,85.55,0.08,701.0
49.62,0.38,85.85,0.08,728.0
49.56,0.44,86.2,0.08,754.0
49.56,0.44,86.55,0.0,744.0
49.5,0.5,86.95,0.08,782.0
49.5,0.5,87.35,0.0,772.0
49.56,0.44,87.7,-0.08,737.0
49.62,0.38,88.0,-0.08,713.0
49.62,0.38,88.3,0.0,726.0
49.69,0.31,88.55,-0.08,690.0
49.75,0.25,88.75,-0.08,666.0
49.81,0.19,88.9,-0.08,641.0
49.81,0.19,89.05,0.0,654.0
49.81,0.19,89.2,0.0,654.0
49.81,0.19,89.35,0.0,655.0
49.88,0.12,89.45,-0.08,619.0
49.88,0.12,89.55,0.0,631.0
49.88,0.12,89.65,0.0,631.0
49.88,0.12,89.75,0.0,632.0
49.94,0.06,89.8,-0.08,595.0
50.0,0.0,89.8,-0.08,570.0
50.06,-0.06,89.75,-0.08,545.0
50.12,-0.12,89.65,-0.08,519.0
50.19,-0.19,89.5,-0.08,494.0
50.25,-0.25,89.3,-0.08,468.0
50.25,-0.25,89.1,0.0,479.0
50.25,-0.25,88.9,0.0,478.0
50.19,-0.19,88.75,0.08,514.0
50.12,-0.12,88.65,0.08,539.0
50.06,-0.06,88.6,0.08,564.0
50.06,-0.06,88.5,0.0,552.0
50.06,-0.06,88.45,0.0,551.0
50.0,0.0,88.45,0.08,588.0
50.0,0.0,88.45,0.0,576.0
50.0,0.0,88.45,0.0,576.0
50.06,-0.06,88.4,-0.08,539.0
50.06,-0.06,88.35,0.0,551.0
50.06,-0.06,88.3,0.0,551.0
49.94,0.06,88.35,0.16,624.0
49.94,0.06,88.4,0.0,601.0
49.94,0.06,88.45,0.0,601.0
49.88,0.12,88.55,0.08,638.0
49.88,0.12,88.65,0.0,627.0
49.81,0.19,88.8,0.08,664.0
49.88,0.12,88.9,-0.08,616.0
49.88,0.12,89.0,0.0,629.0
49.94,0.06,89.05,-0.08,592.0
50.0,0.0,89.05,-0.08,567.0
50.06,-0.06,89.0,-0.08,542.0
50.12,-0.12,88.9,-0.08,516.0
50.12,-0.12,88.8,0.0,528.0
50.06,-0.06,88.75,0.08,564.0
50.06,-0.06,88.7,0.0,552.0
50.0,0.0,88.7,0.08,589.0
49.94,0.06,88.75,0.08,614.0
49.94,0.06,88.8,0.0,603.0
49.94,0.06,88.85,0.0,603.0
49.94,0.06,88.9,0.0,603.0
49.94,0.06,88.95,0.0,603.0
49.94,0.06,89.0,0.0,604.0
49.94,0.06,89.05,0.0,604.0
49.94,0.06,89.1,0.0,604.0
50.0,0.0,89.1,-0.08,567.0
50.0,0.0,89.1,0.0,579.0
49.94,0.06,89.15,0.08,616.0
49.88,0.12,89.25,0.08,641.0
49.88,0.12,89.35,0.0,630.0
49.81,0.19,89.5,0.08,667.0
49.81,0.19,89.65,0.0,656.0
49.81,0.19,89.8,0.0,657.0
49.81,0.19,89.95,0.0,657.0
49.88,0.12,90.05,-0.08,621.0
49.88,0.12,90.15,0.0,633.0
49.94,0.06,90.2,-0.08,597.0
50.0,0.0,90.2,-0.08,572.0
50.06,-0.06,90.15,-0.08,546.0
50.06,-0.06,90.1,0.0,558.0
50.06,-0.06,90.05,0.0,558.0
50.06,-0.06,90.0,0.0,558.0
50.06,-0.06,89.95,0.0,557.0
50.06,-0.06,89.9,0.0,557.0
50.06,-0.06,89.85,0.0,557.0
50.06,-0.06,89.8,0.0,557.0
50.06,-0.06,89.75,0.0,557.0
50.12,-0.12,89.65,-0.08,519.0
50.19,-0.19,89.5,-0.08,494.0
50.19,-0.19,89.35,0.0,505.0
50.19,-0.19,89.2,0.0,504.0
50.19,-0.19,89.05,0.0,504.0
50.19,-0.19,88.9,0.0,503.0
50.19,-0.19,88.75,0.0,503.0
50.19,-0.19,88.6,0.0,502.0
50.12,-0.12,88.5,0.08,538.0
50.06,-0.06,88.45,0.08,563.0
50.0,0.0,88.45,0.08,588.0
50.0,0.0,88.45,0.0,576.0
50.0,0.0,88.45,0.0,576.0
50.0,0.0,88.45,0.0,576.0
50.06,-0.06,88.4,-0.08,539.0
50.06,-0.06,88.35,0.0,551.0
50.06,-0.06,88.3,0.0,551.0
50.06,-0.06,88.25,0.0,551.0
50.06,-0.06,88.2,0.0,550.0
50.12,-0.12,88.1,-0.08,513.0
50.06,-0.06,88.05,0.08,561.0
50.0,0.0,88.05,0.08,586.0
49.94,0.06,88.1,0.08,612.0
49.88,0.12,88.2,0.08,637.0
49.81,0.19,88.35,0.08,663.0
49.81,0.19,88.5,0.0,652.0
49.75,0.25,88.7,0.08,689.0
49.75,0.25,88.9,0.0,678.0
49.81,0.19,89.05,-0.08,642.0
49.81,0.19,89.2,0.0,654.0
49.81,0.19,89.35,0.0,655.0
49.88,0.12,89.45,-0.08,619.0
49.81,0.19,89.7,0.08,668.0
49.81,0.19,89.85,0.0,657.0
49.81,0.19,90.0,0.0,658.0
49.88,0.12,90.1,-0.08,621.0
49.88,0.12,90.2,0.0,633.0
49.94,0.06,90.25,-0.08,597.0
49.94,0.06,90.3,0.0,609.0
49.94,0.06,90.35,0.0,609.0
50.0,0.0,90.35,-0.08,572.0
50.0,0.0,90.35,0.0,584.0
50.06,-0.06,90.3,-0.08,547.0
50.19,-0.19,90.05,-0.08,496.0
50.19,-0.19,89.9,0.0,507.0
50.19,-0.19,89.75,0.0,507.0
50.12,-0.12,89.65,0.08,543.0
50.06,-0.06,89.6,0.08,568.0
49.94,0.06,89.65,0.16,630.0
49.88,0.12,89.75,0.08,643.0
49.81,0.19,89.9,0.08,669.0
49.81,0.19,90.05,0.0,658.0
49.88,0.12,90.15,-0.08,621.0
49.94,0.06,90.2,-0.08,597.0
49.94,0.06,90.25,0.0,609.0
50.0,0.0,90.25,-0.08,572.0
50.06,-0.06,90.2,-0.08,547.0
50.06,-0.06,90.15,0.0,558.0
50.06,-0.06,90.1,0.0,558.0
50.0,0.0,90.1,0.08,595.0
49.94,0.06,90.15,0.08,620.0
49.88,0.12,90.25,0.08,645.0
49.88,0.12,90.35,0.0,634.0
49.88,0.12,90.45,0.0,634.0
49.88,0.12,90.55,0.0,635.0
49.88,0.12,90.65,0.0,635.0
49.88,0.12,90.75,0.0,636.0
49.94,0.06,90.8,-0.08,599.0
49.94,0.06,90.85,0.0,611.0
49.94,0.06,90.9,0.0,611.0
49.81,0.19,91.05,0.16,685.0
48.69,1.31,92.1,1.41,1023.0
47.5,2.5,94.1,1.48,1023.0
46.62,3.38,96.8,1.09,1023.0
45.62,4.38,100.3,1.25,1023.0
44.81,5.19,104.45,1.02,1023.0
44.0,6.0,109.25,1.02,1023.0
43.31,6.69,114.6,0.86,1023.0
43.31,6.69,119.95,0.0,1023.0
43.5,6.5,125.15,-0.23,1023.0
43.62,6.38,130.25,-0.16,1023.0
43.81,6.19,135.2,-0.23,1023.0
44.0,6.0,140.0,-0.23,1023.0
44.12,5.88,144.7,-0.16,1023.0
44.19,5.81,149.35,-0.08,1023.0
44.38,5.62,153.85,-0.23,1023.0
44.56,5.44,158.2,-0.23,1023.0
44.81,5.19,162.35,-0.31,1023.0
45.06,4.94,166.3,-0.31,1023.0
45.31,4.69,170.05,-0.31,1023.0
45.62,4.38,173.55,-0.39,1023.0
45.88,4.12,176.85,-0.31,1023.0
46.12,3.88,179.95,-0.31,1023.0
46.38,3.62,182.85,-0.31,1023.0
46.62,3.38,185.55,-0.31,1023.0
46.94,3.06,188.0,-0.39,1023.0
47.19,2.81,190.25,-0.31,1023.0
47.38,2.62,192.35,-0.23,1023.0
47.62,2.38,194.25,-0.31,1023.0
47.81,2.19,196.0,-0.23,1023.0
48.0,2.0,197.6,-0.23,1023.0
48.19,1.81,199.05,-0.23,1023.0
48.38,1.62,200.0,-0.23,1023.0
48.56,1.44,200.0,-0.23,1023.0
48.75,1.25,200.0,-0.23,1023.0
49.0,1.0,200.0,-0.31,1023.0
49.25,0.75,200.0,-0.31,1023.0
49.44,0.56,200.0,-0.23,1023.0
49.69,0.31,200.0,-0.31,1023.0
49.88,0.12,200.0,-0.23,1023.0
50.12,-0.12,199.9,-0.31,925.0
50.25,-0.25,199.7,-0.16,898.0
50.44,-0.44,199.35,-0.23,810.0
50.56,-0.56,198.9,-0.16,770.0
50.81,-0.81,198.25,-0.31,644.0
51.0,-1.0,197.45,-0.23,577.0
51.25,-1.25,196.45,-0.31,461.0
51.5,-1.5,195.25,-0.31,357.0
51.69,-1.69,193.9,-0.23,288.0
51.81,-1.81,192.45,-0.16,244.0
51.94,-1.94,190.9,-0.16,188.0
52.12,-2.12,189.2,-0.23,94.0
52.25,-2.25,187.4,-0.16,49.0
52.31,-2.31,185.55,-0.08,28.0
52.31,-2.31,183.7,0.0,32.0
52.31,-2.31,181.85,0.0,25.0
52.31,-2.31,180.0,0.0,18.0
52.25,-2.25,178.2,0.08,47.0
52.31,-2.31,176.35,-0.08,0.0
52.31,-2.31,174.5,0.0,0.0
52.25,-2.25,172.7,0.08,25.0
52.19,-2.19,170.95,0.08,43.0
52.12,-2.12,169.25,0.08,61.0
52.06,-2.06,167.6,0.08,80.0
52.0,-2.0,166.0,0.08,98.0
51.94,-1.94,164.45,0.08,117.0
51.88,-1.88,162.95,0.08,136.0
51.75,-1.75,161.55,0.16,192.0
51.56,-1.56,160.3,0.23,274.0
51.38,-1.38,159.2,0.23,344.0
51.19,-1.19,158.25,0.23,416.0
51.0,-1.0,157.45,0.23,487.0
50.81,-0.81,156.8,0.23,560.0
50.62,-0.62,156.3,0.23,633.0
50.31,-0.31,155.65,0.23,755.0
50.25,-0.25,155.45,0.08,756.0
50.12,-0.12,155.35,0.16,817.0
50.06,-0.06,155.3,0.08,830.0
50.0,0.0,155.3,0.08,855.0
50.0,0.0,155.3,0.0,844.0
50.0,0.0,155.3,0.0,844.0
49.94,0.06,155.35,0.08,881.0
49.88,0.12,155.45,0.08,906.0
49.88,0.12,155.55,0.0,895.0
49.94,0.06,155.7,-0.08,859.0
50.0,0.0,155.7,-0.08,834.0
50.06,-0.06,155.65,-0.08,808.0
50.12,-0.12,155.55,-0.08,783.0
50.19,-0.19,155.4,-0.08,757.0
50.25,-0.25,155.2,-0.08,732.0
50.31,-0.31,154.95,-0.08,706.0
50.38,-0.38,154.65,-0.08,679.0
50.38,-0.38,154.35,0.0,690.0
50.38,-0.38,154.05,0.0,689.0
50.38,-0.38,153.75,0.0,688.0
50.38,-0.38,153.45,0.0,686.0
50.44,-0.44,153.1,-0.08,648.0
50.5,-0.5,152.7,-0.08,622.0
50.56,-0.56,152.25,-0.08,595.0
50.62,-0.62,151.75,-0.08,568.0
50.75,-0.75,151.15,-0.16,504.0
50.81,-0.81,150.5,-0.08,488.0
50.88,-0.88,149.8,-0.08,460.0
50.94,-0.94,149.05,-0.08,432.0
51.0,-1.0,148.25,-0.08,404.0
51.12,-1.12,147.35,-0.16,338.0
51.25,-1.25,146.35,-0.16,284.0
51.31,-1.31,145.3,-0.08,267.0
51.44,-1.44,144.15,-0.16,201.0
51.56,-1.56,142.9,-0.16,146.0
51.69,-1.69,141.55,-0.16,90.0
51.75,-1.75,140.15,-0.08,71.0
51.88,-1.88,138.65,-0.16,4.0
51.94,-1.94,137.1,-0.08,0.0
52.06,-2.06,135.45,-0.16,0.0
52.06,-2.06,133.8,0.0,0.0
52.12,-2.12,132.1,-0.08,0.0
52.19,-2.19,130.35,-0.08,0.0
52.19,-2.19,128.6,0.0,0.0
52.25,-2.25,126.8,-0.08,0.0
52.25,-2.25,125.0,0.0,0.0
52.25,-2.25,123.2,0.0,0.0
52.25,-2.25,121.4,0.0,0.0
52.19,-2.19,119.65,0.08,0.0
52.19,-2.19,117.9,0.0,0.0
52.12,-2.12,116.2,0.08,0.0
52.12,-2.12,114.5,0.0,0.0
52.06,-2.06,112.85,0.08,0.0
52.0,-2.0,111.25,0.08,0.0
51.94,-1.94,109.7,0.08,0.0
51.88,-1.88,108.2,0.08,0.0
51.81,-1.81,106.75,0.08,0.0
51.69,-1.69,105.4,0.16,0.0
51.62,-1.62,104.1,0.08,1.0
51.56,-1.56,102.85,0.08,21.0
51.5,-1.5,101.65,0.08,41.0
51.38,-1.38,100.55,0.16,98.0
51.31,-1.31,99.5,0.08,107.0
51.19,-1.19,98.55,0.16,165.0
51.12,-1.12,97.65,0.08,175.0
51.0,-1.0,96.85,0.16,233.0
50.94,-0.94,96.1,0.08,244.0
50.81,-0.81,95.45,0.16,303.0
50.75,-0.75,94.85,0.08,314.0
50.69,-0.69,94.3,0.08,336.0
50.56,-0.56,93.85,0.16,396.0
50.5,-0.5,93.45,0.08,408.0
50.44,-0.44,93.1,0.08,432.0
50.38,-0.38,92.8,0.08,455.0
50.31,-0.31,92.55,0.08,479.0
50.25,-0.25,92.35,0.08,504.0
50.19,-0.19,92.2,0.08,528.0
50.0,0.0,92.2,0.23,626.0
49.88,0.12,92.3,0.16,665.0
49.75,0.25,92.5,0.16,716.0
49.62,0.38,92.8,0.16,767.0
49.5,0.5,93.2,0.16,819.0
49.38,0.62,93.7,0.16,871.0
49.31,0.69,94.25,0.08,886.0
49.19,0.81,94.9,0.16,951.0
49.19,0.81,95.55,0.0,930.0
49.12,0.88,96.95,0.0,960.0
49.12,0.88,97.65,0.0,963.0
49.12,0.88,98.35,0.0,966.0
49.12,0.88,99.05,0.0,969.0
49.19,0.81,99.7,-0.08,935.0
49.19,0.81,100.35,0.0,949.0
49.25,0.75,100.95,-0.08,915.0
49.44,0.56,101.9,-0.08,843.0
49.56,0.44,102.25,-0.16,783.0
49.69,0.31,102.5,-0.16,734.0
49.75,0.25,102.7,-0.08,722.0
49.88,0.12,102.8,-0.16,660.0
49.94,0.06,102.85,-0.08,647.0
50.06,-0.06,102.8,-0.16,585.0
50.19,-0.19,102.65,-0.16,535.0
50.31,-0.31,102.4,-0.16,484.0
50.44,-0.44,102.05,-0.16,432.0
50.56,-0.56,101.6,-0.16,380.0
50.62,-0.62,101.1,-0.08,365.0
50.75,-0.75,100.5,-0.16,301.0
50.81,-0.81,99.85,-0.08,285.0
50.81,-0.81,99.2,0.0,294.0
50.81,-0.81,98.55,0.0,292.0
50.88,-0.88,97.85,-0.08,252.0
50.94,-0.94,97.1,-0.08,224.0
51.0,-1.0,96.3,-0.08,196.0
51.06,-1.06,95.45,-0.08,168.0
51.12,-1.12,94.55,-0.08,139.0
51.12,-1.12,93.65,0.0,147.0
51.06,-1.06,92.8,0.08,180.0
51.06,-1.06,91.95,0.0,165.0
51.12,-1.12,91.05,-0.08,125.0
51.06,-1.06,90.2,0.08,170.0
51.06,-1.06,89.35,0.0,155.0
51.0,-1.0,88.55,0.08,188.0
50.94,-0.94,87.8,0.08,210.0
50.88,-0.88,87.1,0.08,233.0
50.75,-0.75,86.5,0.16,292.0
50.69,-0.69,85.95,0.08,303.0
50.56,-0.56,85.5,0.16,363.0
50.44,-0.44,85.15,0.16,412.0
50.31,-0.31,84.9,0.16,461.0
50.19,-0.19,84.75,0.16,510.0
50.06,-0.06,84.7,0.16,560.0
50.0,0.0,84.7,0.08,573.0
49.88,0.12,84.8,0.16,635.0
49.69,0.31,85.05,0.23,723.0
49.44,0.56,85.5,0.31,836.0
49.25,0.75,86.1,0.23,902.0
49.12,0.88,86.8,0.16,943.0
49.06,0.94,87.55,0.08,959.0
49.06,0.94,88.3,0.0,951.0
49.0,1.0,89.1,0.08,991.0
48.94,1.06,89.95,0.08,1019.0
49.0,1.0,90.75,-0.08,974.0
49.0,1.0,91.55,0.0,989.0
49.06,0.94,92.3,-0.08,955.0
49.12,0.88,93.0,-0.08,933.0
49.19,0.81,93.65,-0.08,910.0
49.25,0.75,94.25,-0.08,888.0
49.25,0.75,94.85,0.0,902.0
49.31,0.69,95.4,-0.08,867.0
49.38,0.62,95.9,-0.08,844.0
49.5,0.5,96.3,-0.16,784.0
49.62,0.38,96.6,-0.16,735.0
49.69,0.31,96.85,-0.08,723.0
49.81,0.19,97.0,-0.16,662.0
50.0,0.0,97.0,-0.23,575.0
50.06,-0.06,96.95,-0.08,574.0
50.25,-0.25,96.75,-0.23,474.0
50.31,-0.31,96.5,-0.08,472.0
50.5,-0.5,96.1,-0.23,372.0
50.56,-0.56,95.65,-0.08,368.0
50.69,-0.69,95.1,-0.16,304.0
50.75,-0.75,94.5,-0.08,289.0
50.81,-0.81,93.85,-0.08,261.0
50.88,-0.88,93.15,-0.08,233.0
50.88,-0.88,92.45,0.0,242.0
50.88,-0.88,91.75,0.0,239.0
50.88,-0.88,91.05,0.0,237.0
