T,error,integral,derivada,pwm
49.94,0.06,52.25,0.0,456.0
49.94,0.06,52.3,0.0,457.0
49.88,0.12,52.4,0.08,494.0
49.81,0.19,52.55,0.08,519.0
49.81,0.19,52.7,0.0,508.0
49.81,0.19,52.85,0.0,509.0
49.81,0.19,53.0,0.0,509.0
49.81,0.19,53.15,0.0,510.0
49.81,0.19,53.3,0.0,511.0
49.81,0.19,53.45,0.0,511.0
49.81,0.19,53.6,0.0,512.0
49.81,0.19,53.75,0.0,512.0
49.81,0.19,53.9,0.0,513.0
49.81,0.19,54.05,0.0,514.0
49.88,0.12,54.15,-0.08,477.0
49.88,0.12,54.25,0.0,489.0
49.94,0.06,54.3,-0.08,453.0
49.94,0.06,54.35,0.0,465.0
50.0,0.0,54.35,-0.08,428.0
50.0,0.0,54.35,0.0,440.0
50.06,-0.06,54.3,-0.08,403.0
50.06,-0.06,54.25,0.0,414.0
50.12,-0.12,54.15,-0.08,377.0
50.12,-0.12,54.05,0.0,389.0
50.12,-0.12,53.95,0.0,388.0
50.19,-0.19,53.8,-0.08,351.0
50.19,-0.19,53.65,0.0,362.0
50.19,-0.19,53.5,0.0,361.0
50.25,-0.25,53.3,-0.08,324.0
50.19,-0.19,53.15,0.08,372.0
50.25,-0.25,52.95,-0.08,323.0
50.25,-0.25,52.75,0.0,333.0
50.25,-0.25,52.55,0.0,333.0
50.25,-0.25,52.35,0.0,332.0
50.31,-0.31,52.1,-0.08,294.0
50.31,-0.31,51.85,0.0,305.0
50.25,-0.25,51.65,0.08,341.0
50.25,-0.25,51.45,0.0,328.0
50.25,-0.25,51.25,0.0,327.0
50.25,-0.25,51.05,0.0,327.0
50.25,-0.25,50.85,0.0,326.0
50.19,-0.19,50.7,0.08,362.0
50.19,-0.19,50.55,0.0,350.0
50.12,-0.12,50.45,0.08,386.0
50.12,-0.12,50.35,0.0,374.0
50.12,-0.12,50.25,0.0,373.0
50.12,-0.12,50.15,0.0,373.0
50.12,-0.12,50.05,0.0,373.0
50.12,-0.12,49.95,0.0,372.0
50.06,-0.06,49.9,0.08,409.0
50.06,-0.06,49.85,0.0,397.0
50.06,-0.06,49.8,0.0,397.0
50.0,0.0,49.8,0.08,433.0
50.0,0.0,49.8,0.0,422.0
50.0,0.0,49.8,0.0,422.0
49.94,0.06,49.9,0.0,447.0
49.88,0.12,50.0,0.08,484.0
49.94,0.06,50.05,-0.08,436.0
49.94,0.06,50.1,0.0,448.0
49.88,0.12,50.2,0.08,485.0
49.88,0.12,50.3,0.0,474.0
49.88,0.12,50.4,0.0,474.0
49.81,0.19,50.55,0.08,511.0
49.81,0.19,50.7,0.0,500.0
49.81,0.19,50.85,0.0,501.0
49.81,0.19,51.0,0.0,501.0
49.81,0.19,51.15,0.0,502.0
49.75,0.25,51.35,0.08,540.0
49.75,0.25,51.55,0.0,529.0
49.75,0.25,51.75,0.0,529.0
49.75,0.25,51.95,0.0,530.0
49.75,0.25,52.15,0.0,531.0
49.81,0.19,52.3,-0.08,495.0
49.81,0.19,52.45,0.0,507.0
49.81,0.19,52.6,0.0,508.0
49.81,0.19,52.75,0.0,508.0
49.88,0.12,52.85,-0.08,472.0
49.88,0.12,52.95,0.0,484.0
49.88,0.12,53.05,0.0,485.0
49.94,0.06,53.1,-0.08,448.0
49.94,0.06,53.15,0.0,460.0
49.94,0.06,53.2,0.0,460.0
50.06,-0.06,53.15,-0.08,398.0
50.06,-0.06,53.1,0.0,410.0
50.06,-0.06,53.05,0.0,410.0
50.12,-0.12,52.85,0.0,384.0
50.12,-0.12,52.75,0.0,383.0
50.19,-0.19,52.6,-0.08,346.0
50.19,-0.19,52.45,0.0,357.0
50.19,-0.19,52.3,0.0,357.0
50.19,-0.19,52.15,0.0,356.0
50.19,-0.19,52.0,0.0,355.0
50.25,-0.25,51.8,-0.08,318.0
50.25,-0.25,51.6,0.0,329.0
50.25,-0.25,51.2,0.0,327.0
50.25,-0.25,51.0,0.0,326.0
50.19,-0.19,50.85,0.08,363.0
50.19,-0.19,50.7,0.0,350.0
50.19,-0.19,50.55,0.0,350.0
50.12,-0.12,50.45,0.08,386.0
50.12,-0.12,50.35,0.0,374.0
50.12,-0.12,50.25,0.0,373.0
50.12,-0.12,50.15,0.0,373.0
50.06,-0.06,50.1,0.08,410.0
50.06,-0.06,50.05,0.0,398.0
50.06,-0.06,50.0,0.0,397.0
50.06,-0.06,49.95,0.0,397.0
50.06,-0.06,49.9,0.0,397.0
50.06,-0.06,49.85,0.0,397.0
50.06,-0.06,49.8,0.0,397.0
50.0,0.0,49.8,0.08,433.0
50.0,0.0,49.8,0.0,422.0
50.0,0.0,49.8,0.0,422.0
49.94,0.06,49.85,0.08,459.0
49.88,0.12,49.95,0.08,484.0
49.88,0.12,50.05,0.0,473.0
49.81,0.19,50.2,0.08,510.0
49.81,0.19,50.35,0.0,499.0
49.75,0.25,50.55,0.08,536.0
49.75,0.25,50.75,0.0,525.0
49.75,0.25,50.95,0.0,526.0
49.81,0.19,51.1,-0.08,490.0
49.75,0.25,51.3,0.08,539.0
49.75,0.25,51.5,0.0,529.0
48.56,1.44,53.3,0.78,1023.0
48.44,1.56,54.55,0.16,1023.0
48.38,1.62,55.85,0.08,1023.0
48.44,1.56,57.1,-0.08,1023.0
48.44,1.56,58.35,0.0,1023.0
48.62,1.38,60.6,-0.08,1003.0
48.62,1.38,61.7,0.0,1019.0
48.69,1.31,62.75,-0.08,987.0
48.81,1.19,63.7,-0.16,929.0
48.94,1.06,64.55,-0.16,882.0
49.0,1.0,65.35,-0.08,872.0
49.19,0.81,66.0,-0.23,776.0
49.38,0.62,66.5,-0.23,703.0
49.56,0.44,66.85,-0.23,630.0
49.75,0.25,67.05,-0.23,556.0
49.94,0.06,67.1,-0.23,481.0
50.06,-0.06,67.05,-0.16,442.0
50.25,-0.25,66.85,-0.23,355.0
50.31,-0.31,66.6,-0.08,352.0
50.44,-0.44,66.25,-0.16,289.0
50.56,-0.56,65.8,-0.16,237.0
50.69,-0.69,65.25,-0.16,185.0
50.88,-0.88,63.9,-0.08,116.0
51.0,-1.0,63.1,-0.16,51.0
51.06,-1.06,62.25,-0.08,35.0
51.12,-1.12,61.35,-0.08,6.0
51.19,-1.19,60.4,-0.08,0.0
51.25,-1.25,59.4,-0.08,0.0
51.25,-1.25,58.4,0.0,0.0
51.25,-1.25,57.4,0.0,0.0
51.31,-1.31,56.35,-0.08,0.0
51.25,-1.25,55.35,0.08,0.0
51.25,-1.25,54.35,0.0,0.0
51.12,-1.12,53.45,0.16,10.0
51.06,-1.06,52.6,0.08,20.0
51.0,-1.0,51.8,0.08,41.0
50.88,-0.88,51.1,0.16,100.0
50.81,-0.81,50.45,0.08,111.0
50.75,-0.75,49.85,0.08,134.0
50.69,-0.69,49.3,0.08,156.0
50.56,-0.56,48.85,0.16,216.0
50.5,-0.5,48.45,0.08,228.0
50.38,-0.38,48.15,0.16,289.0
50.25,-0.25,47.95,0.16,338.0
50.12,-0.12,47.85,0.16,387.0
50.0,0.0,47.85,0.16,437.0
49.88,0.12,47.95,0.16,488.0
49.75,0.25,48.15,0.16,539.0
49.69,0.31,48.4,0.08,553.0
49.62,0.38,48.7,0.08,579.0
49.5,0.5,49.1,0.16,642.0
49.44,0.56,49.55,0.08,657.0
49.44,0.56,50.0,0.0,648.0
49.31,0.69,50.55,0.16,723.0
49.31,0.69,51.1,0.0,702.0
49.31,0.69,51.65,0.0,704.0
49.25,0.75,52.25,0.08,743.0
49.25,0.75,52.85,0.0,734.0
49.25,0.75,53.45,0.0,736.0
49.25,0.75,54.05,0.0,739.0
49.31,0.69,54.6,-0.08,704.0
49.31,0.69,55.15,0.0,718.0
49.31,0.69,55.7,0.0,720.0
49.38,0.62,56.2,-0.08,686.0
49.38,0.62,56.7,0.0,699.0
49.44,0.56,57.15,-0.08,664.0
49.38,0.62,57.65,0.08,715.0
49.44,0.56,58.1,-0.08,668.0
49.38,0.62,58.6,0.08,719.0
49.38,0.62,59.1,0.0,709.0
49.31,0.69,59.65,0.08,748.0
49.31,0.69,60.2,0.0,738.0
49.25,0.75,60.8,0.08,777.0
49.19,0.81,61.45,0.08,805.0
49.12,0.88,62.15,0.08,833.0
49.06,0.94,62.9,0.08,861.0
48.94,1.06,63.75,0.16,926.0
48.81,1.19,64.7,0.16,980.0
48.69,1.31,65.75,0.16,1023.0
48.62,1.38,66.85,0.08,1023.0
48.38,1.62,69.35,0.16,1023.0
48.25,1.75,70.75,0.16,1023.0
48.12,1.88,72.25,0.16,1023.0
48.0,2.0,73.85,0.16,1023.0
47.81,2.19,75.6,0.23,1023.0
47.69,2.31,77.45,0.16,1023.0
47.56,2.44,79.4,0.16,1023.0
47.44,2.56,81.45,0.16,1023.0
47.19,2.81,85.9,0.08,1023.0
47.0,3.0,88.3,0.23,1023.0
46.88,3.12,90.8,0.16,1023.0
46.75,3.25,93.4,0.16,1023.0
46.69,3.31,96.05,0.08,1023.0
46.5,3.5,98.85,0.23,1023.0
46.38,3.62,101.75,0.16,1023.0
46.25,3.75,104.75,0.16,1023.0
46.12,3.88,107.85,0.16,1023.0
46.0,4.0,111.05,0.16,1023.0
45.88,4.12,114.35,0.16,1023.0
45.69,4.31,117.8,0.23,1023.0
45.56,4.44,121.35,0.16,1023.0
45.5,4.5,124.95,0.08,1023.0
45.38,4.62,128.65,0.16,1023.0
45.25,4.75,136.2,0.08,1023.0
45.19,4.81,140.05,0.08,1023.0
45.19,4.81,143.9,0.0,1023.0
45.19,4.81,147.75,0.0,1023.0
45.25,4.75,151.55,-0.08,1023.0
45.31,4.69,155.3,-0.08,1023.0
45.38,4.62,159.0,-0.08,1023.0
45.44,4.56,162.65,-0.08,1023.0
45.5,4.5,166.25,-0.08,1023.0
45.62,4.38,169.75,-0.16,1023.0
45.75,4.25,173.15,-0.16,1023.0
45.94,4.06,176.4,-0.23,1023.0
46.12,3.88,179.5,-0.23,1023.0
46.25,3.75,182.5,-0.16,1023.0
46.44,3.56,185.35,-0.23,1023.0
46.69,3.31,188.0,-0.31,1023.0
46.88,3.12,190.5,-0.23,1023.0
47.06,2.94,192.85,-0.23,1023.0
47.31,2.69,195.0,-0.31,1023.0
47.5,2.5,197.0,-0.23,1023.0
47.75,2.25,198.8,-0.31,1023.0
48.0,2.0,200.0,-0.31,1023.0
48.19,1.81,200.0,-0.23,1023.0
48.44,1.56,200.0,-0.31,1023.0
48.62,1.38,200.0,-0.23,1023.0
48.88,1.12,200.0,-0.31,1023.0
49.06,0.94,200.0,-0.23,1023.0
49.31,0.69,200.0,-0.31,1023.0
49.56,0.44,200.0,-0.31,1023.0
49.75,0.25,200.0,-0.23,1023.0
50.0,0.0,200.0,-0.31,976.0
50.25,-0.25,199.8,-0.31,875.0
50.44,-0.44,199.45,-0.23,810.0
50.69,-0.69,198.9,-0.31,696.0
50.88,-0.88,198.2,-0.23,630.0
51.12,-1.12,197.3,-0.31,515.0
51.38,-1.38,196.2,-0.31,410.0
51.56,-1.56,194.95,-0.23,342.0
51.75,-1.75,193.55,-0.23,262.0
52.0,-2.0,191.95,-0.31,143.0
52.19,-2.19,190.2,-0.23,73.0
52.38,-2.38,188.3,-0.23,0.0
52.5,-2.5,186.3,-0.16,0.0
52.62,-2.62,184.2,-0.16,0.0
52.81,-2.81,181.95,-0.23,0.0
52.88,-2.88,179.65,-0.08,0.0
53.0,-3.0,177.25,-0.16,0.0
53.0,-3.0,174.85,0.0,0.0
53.06,-3.06,172.4,-0.08,0.0
53.06,-3.06,169.95,0.0,0.0
53.0,-3.0,167.55,0.08,0.0
53.0,-3.0,165.15,0.0,0.0
52.88,-2.88,160.5,0.08,0.0
52.88,-2.88,158.2,0.0,0.0
52.75,-2.75,156.0,0.16,0.0
52.69,-2.69,153.85,0.08,0.0
52.56,-2.56,151.8,0.16,0.0
52.44,-2.44,149.85,0.16,0.0
52.31,-2.31,148.0,0.16,0.0
52.19,-2.19,146.25,0.16,0.0
52.06,-2.06,144.6,0.16,0.0
51.94,-1.94,143.05,0.16,43.0
51.81,-1.81,141.6,0.16,87.0
51.69,-1.69,140.25,0.16,132.0
51.56,-1.56,139.0,0.16,177.0
51.38,-1.38,137.9,0.23,259.0
51.25,-1.25,136.9,0.16,294.0
51.06,-1.06,136.05,0.23,377.0
50.94,-0.94,135.3,0.16,412.0
50.75,-0.75,134.7,0.23,496.0
50.62,-0.62,134.2,0.16,533.0
50.5,-0.5,133.8,0.16,581.0
50.38,-0.38,133.5,0.16,630.0
50.25,-0.25,133.3,0.16,679.0
50.12,-0.12,133.2,0.16,729.0
50.06,-0.06,133.15,0.08,742.0
50.0,0.0,133.15,0.08,767.0
49.81,0.19,133.4,0.08,843.0
49.81,0.19,133.55,0.0,832.0
49.75,0.25,133.75,0.08,869.0
49.75,0.25,133.95,0.0,858.0
49.75,0.25,134.15,0.0,859.0
49.75,0.25,134.35,0.0,860.0
49.75,0.25,134.55,0.0,861.0
49.81,0.19,134.7,-0.08,825.0
49.88,0.12,134.8,-0.08,800.0
49.94,0.06,134.85,-0.08,775.0
50.0,0.0,134.85,-0.08,750.0
50.06,-0.06,134.8,-0.08,725.0
50.19,-0.19,134.65,-0.16,663.0
50.25,-0.25,134.45,-0.08,649.0
50.38,-0.38,134.15,-0.16,586.0
50.44,-0.44,133.8,-0.08,571.0
50.56,-0.56,133.35,-0.16,507.0
50.69,-0.69,132.8,-0.16,455.0
50.81,-0.81,132.15,-0.16,403.0
50.94,-0.94,131.4,-0.16,350.0
51.0,-1.0,130.6,-0.08,333.0
51.12,-1.12,129.7,-0.16,268.0
51.25,-1.25,128.7,-0.16,214.0
51.31,-1.31,127.65,-0.08,196.0
51.44,-1.44,126.5,-0.16,130.0
51.5,-1.5,125.3,-0.08,112.0
51.56,-1.56,124.05,-0.08,82.0
51.62,-1.62,122.75,-0.08,52.0
51.69,-1.69,121.4,-0.08,21.0
51.69,-1.69,120.05,0.0,28.0
51.69,-1.69,118.7,0.0,22.0
51.69,-1.69,117.35,0.0,17.0
51.69,-1.69,116.0,0.0,11.0
51.69,-1.69,114.65,0.0,6.0
51.62,-1.62,113.35,0.08,38.0
51.56,-1.56,112.1,0.08,58.0
51.5,-1.5,110.9,0.08,78.0
51.31,-1.31,109.85,0.23,172.0
51.25,-1.25,108.85,0.08,170.0
51.06,-1.06,108.0,0.23,265.0
51.0,-1.0,107.2,0.08,263.0
50.88,-0.88,106.5,0.16,322.0
50.75,-0.75,105.9,0.16,370.0
50.62,-0.62,105.4,0.16,418.0
50.56,-0.56,104.95,0.08,429.0
50.5,-0.5,104.55,0.08,452.0
50.44,-0.44,104.2,0.08,476.0
50.31,-0.31,103.95,0.16,537.0
50.25,-0.25,103.75,0.08,549.0
50.19,-0.19,103.6,0.08,574.0
50.12,-0.12,103.5,0.08,598.0
50.0,0.0,103.5,0.16,660.0
50.0,0.0,103.5,0.0,636.0
50.0,0.0,103.5,0.0,636.0
49.94,0.06,103.55,0.08,673.0
49.94,0.06,103.6,0.0,662.0
49.88,0.12,103.7,0.08,699.0
49.88,0.12,103.8,0.0,688.0
49.88,0.12,103.9,0.0,688.0
49.88,0.12,104.0,0.0,688.0
49.88,0.12,104.1,0.0,689.0
49.94,0.06,104.15,-0.08,652.0
49.94,0.06,104.2,0.0,664.0
50.0,0.0,104.2,-0.08,628.0
50.06,-0.06,104.15,-0.08,602.0
50.19,-0.19,103.95,-0.16,540.0
50.25,-0.25,103.75,-0.08,526.0
50.31,-0.31,103.5,-0.08,500.0
50.38,-0.38,103.2,-0.08,474.0
50.44,-0.44,102.85,-0.08,447.0
50.5,-0.5,102.45,-0.08,421.0
50.5,-0.5,102.05,0.0,431.0
50.56,-0.56,101.6,-0.08,392.0
50.56,-0.56,101.15,0.0,402.0
50.62,-0.62,100.65,-0.08,363.0
50.69,-0.69,100.1,-0.08,336.0
50.69,-0.69,99.55,0.0,346.0
50.69,-0.69,99.0,0.0,343.0
50.75,-0.75,98.4,-0.08,304.0
50.75,-0.75,97.8,0.0,314.0
50.75,-0.75,97.2,0.0,311.0
50.75,-0.75,96.6,0.0,309.0
50.81,-0.81,95.95,-0.08,270.0
50.81,-0.81,95.3,0.0,279.0
50.81,-0.81,94.65,0.0,276.0
50.75,-0.75,94.05,0.08,310.0
50.75,-0.75,93.45,0.0,296.0
50.75,-0.75,92.85,0.0,294.0
50.75,-0.75,92.25,0.0,291.0
50.75,-0.75,91.65,0.0,289.0
50.69,-0.69,91.1,0.08,324.0
50.69,-0.69,90.55,0.0,310.0
50.62,-0.62,90.05,0.08,344.0
50.62,-0.62,89.55,0.0,331.0
50.62,-0.62,89.05,0.0,329.0
50.56,-0.56,88.6,0.08,364.0
50.5,-0.5,88.2,0.08,387.0
50.5,-0.5,87.8,0.0,374.0
50.44,-0.44,87.45,0.08,409.0
50.44,-0.44,87.1,0.0,396.0
50.38,-0.38,86.8,0.08,431.0
50.31,-0.31,86.55,0.08,455.0
50.25,-0.25,86.35,0.08,480.0
50.19,-0.19,86.2,0.08,504.0
50.19,-0.19,86.05,0.0,492.0
50.12,-0.12,85.95,0.08,528.0
50.12,-0.12,85.85,0.0,516.0
50.06,-0.06,85.8,0.08,552.0
50.06,-0.06,85.75,0.0,540.0
50.0,0.0,85.75,0.08,577.0
50.0,0.0,85.75,0.0,565.0
49.94,0.06,85.8,0.08,602.0
49.94,0.06,85.85,0.0,591.0
49.94,0.06,85.9,0.0,591.0
49.94,0.06,85.95,0.0,591.0
50.0,0.0,85.95,-0.08,555.0
50.0,0.0,85.95,0.0,566.0
50.06,-0.06,85.9,-0.08,529.0
50.06,-0.06,85.85,0.0,541.0
50.12,-0.12,85.75,-0.08,504.0
50.12,-0.12,85.65,0.0,515.0
50.19,-0.19,85.5,-0.08,478.0
50.25,-0.25,85.3,-0.08,452.0
50.25,-0.25,85.1,0.0,463.0
50.31,-0.31,84.85,-0.08,425.0
50.38,-0.38,84.55,-0.08,399.0
50.38,-0.38,84.25,0.0,409.0
50.44,-0.44,83.9,-0.08,371.0
50.44,-0.44,83.55,0.0,382.0
50.5,-0.5,83.15,-0.08,343.0
50.5,-0.5,82.75,0.0,353.0
50.56,-0.56,82.3,-0.08,315.0
50.56,-0.56,81.85,0.0,325.0
50.62,-0.62,81.35,-0.08,286.0
50.62,-0.62,80.85,0.0,296.0
50.69,-0.69,80.3,-0.08,257.0
50.69,-0.69,79.75,0.0,266.0
50.69,-0.69,79.2,0.0,264.0
50.69,-0.69,78.65,0.0,262.0
50.69,-0.69,78.1,0.0,260.0
50.69,-0.69,77.55,0.0,258.0
50.62,-0.62,77.05,0.08,292.0
50.62,-0.62,76.55,0.0,279.0
50.56,-0.56,76.1,0.08,314.0
50.5,-0.5,75.7,0.08,337.0
50.44,-0.44,75.35,0.08,361.0
50.38,-0.38,75.05,0.08,384.0
50.31,-0.31,74.8,0.08,408.0
50.31,-0.31,74.55,0.0,396.0
50.25,-0.25,74.35,0.08,432.0
50.25,-0.25,74.15,0.0,419.0
50.19,-0.19,74.0,0.08,455.0
50.19,-0.19,73.85,0.0,443.0
50.12,-0.12,73.75,0.08,479.0
50.12,-0.12,73.65,0.0,467.0
50.06,-0.06,73.6,0.08,504.0
50.06,-0.06,73.55,0.0,492.0
50.06,-0.06,73.5,0.0,491.0
50.06,-0.06,73.45,0.0,491.0
50.06,-0.06,73.4,0.0,491.0
50.0,0.0,73.4,0.08,528.0
50.0,0.0,73.4,0.0,516.0
50.0,0.0,73.4,0.0,516.0
50.0,0.0,73.4,0.0,516.0
50.0,0.0,73.4,0.0,516.0
50.0,0.0,73.4,0.0,516.0
50.0,0.0,73.4,0.0,516.0
50.12,-0.12,73.2,-0.08,454.0
50.12,-0.12,73.1,0.0,465.0
50.19,-0.19,72.95,-0.08,428.0
50.19,-0.19,72.8,0.0,439.0
50.25,-0.25,72.6,-0.08,401.0
50.25,-0.25,72.4,0.0,412.0
50.31,-0.31,72.15,-0.08,374.0
50.31,-0.31,71.9,0.0,385.0
50.38,-0.38,71.6,-0.08,347.0
50.44,-0.44,71.25,-0.08,321.0
50.44,-0.44,70.9,0.0,331.0
50.5,-0.5,70.5,-0.08,293.0
50.56,-0.56,70.05,-0.08,266.0
50.56,-0.56,69.6,0.0,276.0
50.56,-0.56,69.15,0.0,274.0
50.62,-0.62,68.65,-0.08,235.0
50.62,-0.62,68.15,0.0,245.0
50.62,-0.62,67.65,0.0,243.0
50.62,-0.62,67.15,0.0,241.0
50.62,-0.62,66.65,0.0,239.0
50.62,-0.62,65.65,0.0,235.0
50.62,-0.62,65.15,0.0,233.0
50.56,-0.56,64.7,0.08,268.0
50.56,-0.56,64.25,0.0,254.0
50.5,-0.5,63.85,0.08,290.0
50.5,-0.5,63.45,0.0,276.0
50.44,-0.44,63.1,0.08,312.0
50.38,-0.38,62.8,0.08,335.0
50.31,-0.31,62.55,0.08,359.0
50.25,-0.25,62.1,0.08,383.0
50.19,-0.19,61.95,0.08,407.0
50.12,-0.12,61.85,0.08,432.0
50.12,-0.12,61.75,0.0,419.0
50.06,-0.06,61.7,0.08,456.0
50.0,0.0,61.7,0.08,481.0
50.0,0.0,61.7,0.0,469.0
49.94,0.06,61.75,0.08,506.0
49.88,0.12,61.85,0.08,532.0
49.88,0.12,61.95,0.0,520.0
49.81,0.19,62.1,0.08,558.0
49.81,0.19,62.25,0.0,546.0
49.81,0.19,62.4,0.0,547.0
49.81,0.19,62.55,0.0,548.0
49.81,0.19,62.85,0.0,549.0
49.81,0.19,63.0,0.0,549.0
49.81,0.19,63.15,0.0,550.0
49.81,0.19,63.3,0.0,551.0
49.88,0.12,63.4,-0.08,514.0
49.88,0.12,63.6,0.0,527.0
49.94,0.06,63.65,-0.08,490.0
49.94,0.06,63.7,0.0,502.0
50.0,0.0,63.7,-0.08,466.0
50.06,-0.06,63.65,-0.08,440.0
50.12,-0.12,63.5,-0.08,415.0
50.12,-0.12,63.4,0.0,426.0
50.19,-0.19,63.25,-0.08,389.0
50.19,-0.19,63.1,0.0,400.0
50.19,-0.19,62.95,0.0,399.0
50.25,-0.25,62.75,-0.08,362.0
50.25,-0.25,62.55,0.0,373.0
50.31,-0.31,62.3,-0.08,335.0
50.31,-0.31,62.05,0.0,346.0
50.31,-0.31,61.8,0.0,345.0
50.31,-0.31,61.55,0.0,344.0
50.38,-0.38,61.25,-0.08,306.0
50.38,-0.38,60.95,0.0,316.0
50.38,-0.38,60.65,0.0,315.0
50.38,-0.38,60.35,0.0,314.0
50.38,-0.38,60.05,0.0,313.0
50.38,-0.38,59.75,0.0,311.0
50.38,-0.38,59.45,0.0,310.0
50.38,-0.38,59.15,0.0,309.0
50.38,-0.38,58.85,0.0,308.0
50.38,-0.38,58.55,0.0,307.0
50.38,-0.38,58.25,0.0,305.0
50.31,-0.31,58.0,0.08,341.0
50.31,-0.31,57.75,0.0,328.0
50.31,-0.31,57.5,0.0,327.0
50.31,-0.31,57.25,0.0,326.0
50.25,-0.25,57.05,0.08,362.0
50.25,-0.25,56.85,0.0,350.0
50.19,-0.19,56.7,0.08,386.0
50.19,-0.19,56.55,0.0,374.0
50.19,-0.19,56.4,0.0,373.0
50.19,-0.19,56.25,0.0,372.0
50.12,-0.12,56.15,0.08,409.0
50.12,-0.12,56.05,0.0,397.0
50.12,-0.12,55.95,0.0,396.0
50.06,-0.06,55.9,0.08,433.0
50.06,-0.06,55.85,0.0,421.0
50.06,-0.06,55.8,0.0,421.0
50.06,-0.06,55.75,0.0,420.0
50.06,-0.06,55.7,0.0,420.0
50.0,0.0,55.7,0.08,457.0
50.0,0.0,55.7,0.0,445.0
50.0,0.0,55.7,0.0,445.0
50.0,0.0,55.7,0.0,445.0
50.0,0.0,55.7,0.0,445.0
50.0,0.0,55.7,0.0,445.0
50.0,0.0,55.7,0.0,445.0
50.0,0.0,55.7,0.0,445.0
50.0,0.0,55.7,0.0,445.0
50.0,0.0,55.7,0.0,445.0
50.0,0.0,55.7,0.0,445.0
50.0,0.0,55.7,0.0,445.0
50.06,-0.06,55.65,-0.08,408.0
50.06,-0.06,55.6,0.0,420.0
